archeologův;archaeologist;Archäologe
arch;sheet;Blatt
architektura;architecture;die Architektur
archivář;archivist;Archivar
archivářův;archivists;Archivare
archiv;archives;Archiv
archivní;archival;Archiv
árijský;Aryan;arisch
aristokracie;aristocracy;Adel
aristokratický;aristocratic;aristokratisch
aritmetický;arithmetic;Arithmetik
aritmetika;arithmetic;Arithmetik
arkáda;arcade;Arkade
arkýř;bay;Bucht
armáda;army;Armee
armádní;army;Armee
armatura;fittings;Beschläge
arogance;arrogance;Arroganz
arogantnější;more arrogant;arroganter
arogantní;arrogant;arrogant
aroma;aroma;Aroma
aróma;aroma;Aroma
aromatický;aromatic;aromatisch
aromatičtější;more aromatic;aromatischer
artéský;artesian;artesisch
artikl;Article;Artikel
artikul;Article;Artikel
artikulace;articulation;Artikulation
artista;artiste;Künstler
artistův;artists;Künstler
arzenál;arsenal;Arsenal
aseptický;aseptic;aseptisch
asfaltový;asphalt;Asphalt
asiatský;asian;asiatisch
asignace;assignment;Abtretung
asimilace;assimilation;Assimilation
asistence;assistance;Hilfe
asistentský;assistant;Assistent
asketa;ascetic;Asket
asketický;ascetic;Asket
asketův;ascetic;Asket
askeze;asceticism;Askese
asociace;association;Verband
asociální;asocial;asozial
asociativní;associative;assoziativ
asonance;assonance;Assonanz
asonanční;assonant;assonant
aspik;aspic;Sülze
aspirace;aspiration;Aspiration
aspirin;aspirin;Aspirin
astabilní;astable;stabil
astma;asthma;Asthma
astmatický;asthmatic;Asthmatiker
astrální;astral;astral
astra;aster;Aster
astrofyzik;astrophysics;Astrophysik
astrofyzikův;astrophysicist;Astrophysiker
astrologický;astrological;astrologische
astrologie;astrology;Astrologie
astrolog;astrologer;Astrologe
astrologův;astrologer;Astrologe
astronomický;astronomical;astronomisch
astronomie;astronomy;Astronomie
astronom;astronomer;Astronom
astronomův;astronomer's;Astronomen
asymetrický;asymmetric;asymmetrisch
asymetrie;asymmetry;Asymmetrie
asynchronizační;asynchronous;asynchron
asynchronní;asynchronous;asynchron
asyrský;Assyrian;Assyrisch
atlantický;Atlantic;atlantisch
atlas;atlas;Atlas
atletický;athletic;sportlich
atletika;athletics;Leichtathletik
atletův;athletes;Sportler
atmosféra;atmosphere;Atmosphäre
atmosferický;atmospheric;atmosphärisch
atol;atoll;Atoll
atomární;atomic;atomar
atom;atom;Atom
atomický;atomic;atomar
atomismus;atomism;Atomismus
atomista;atomist;Atomist
atomistický;atomistic;atomistisch
atomový;atomic;atomar
atrakce;attraction;Attraktion
atraktivnější;more attractive;attraktiver
atraktivní;attractive;attraktiv
atributový;attribute;Attribut
átrium;atrium;Atrium
audience;audience;Publikum
audienční;audience;Publikum
páska;tape;Band
aukce;auction;Versteigerung
aukční;auction;Versteigerung
auťáček;car;Wagen
autentický;authentic;authentisch
autentičtější;more authentic;authentischer
autobiografický;autobiographical;autobiographisch
autobiografičtější;more autobiographical;eher autobiographisch
autobiografie;autobiography;Autobiographie
autobus;bus;Bus
autobusový;bus;Bus
autodoprava;trucking;LKW-Transport
autodopravce;trucking;LKW-Transport
autogram;autograph;Autogramm
autokar;coach;Coach
autokarový;coach;Coach
autokracie;autocracy;Autokratie
autokratický;autocratic;autokratisch
autokratičtější;more autocratic;eher autokratisch
autokratův;autocrats;Autokraten
automatika;automatic;automatisch
automatizace;automation;Automatisierung
automatizační;automation;Automatisierung
automechanik;car mechanic;Automechaniker
automechanikův;car mechanic;Automechaniker
automobil;automobile;Automobil
automobilista;motorist;Autofahrer
automobilistův;motorist;Autofahrer
automobilní;automotive;Automobil
automobilovější;more automotive;eher automobil
automobilový;automotive;Automobil
auto;car;Wagen
nehoda;accident;Unfall
autonomie;autonomy;Autonomie
autonomní;autonomous;autonom
kód;code;Code
autorčin;author's;des Autors
autoritářský;authoritarian;autoritär
autoritativnější;more authoritative;autoritärer
autoritativní;authoritative;maßgeblich
autorita;authority;Behörde
autorizace;authorization;Genehmigung
autorka;author;Autor
autor;author;Autor
autorský;author's;des Autors
autorství;authorship;Urheberschaft
autorův;authors;Autoren
aviváž;fabric softener;Weichspüler
avízo;advice;Rat
axiální;axial;axial
axióm;axiom;Axiom
azalka;azalea;Azalee
azur;azure;azurblau
azyl;asylum;Asyl
baba;baba;baba
bába;grandmother;Oma
bábin;babies;Babys
babiččin;grandmother's;Großmutter
babička;grandmother;Oma
babin;babin;Schätzchen
babí;grandma;Oma
babizna;crone;Alte
babiznin;babiznin;babiznin
bacil;bacillus;Bazillus
bacilonosič;bacillus carrier;Bacillus Träger
bacilonosičův;bacillus carriers;Bacillus-Träger
baculatý;buxom;drall
badatel;researcher;Forscher
badatelčin;researcher;Forscher
badatelův;researcher's;Forscher
badatelka;researcher;Forscher
baganče;baganče;bagance
bagr;excavator;Bagger
bagrista;digger;Bagger
bagristčin;dredges;Bagger
bagristův;excavator;Bagger
bagristka;dredger;Bagger
bagrovanější;more dredged;mehr ausgebaggert
bahenní;muddy;schlammig
bahnice;ewes;Mutterschafe
bahno;mud;Dreck
bachař;screw;Schraube
bachařův;bachařův;bachařův
bachratý;squab;squab
bachyně;bachyně;bachyně
báječnější;more wonderful;wunderbarer
bajka;fable;Fabel
bájnější;more mythical;eher mythisch
bajonetový;bayonet;Bajonett
bakalářský;bachelor;Junggeselle
bakalář;bachelor;Junggeselle
bakalářův;bachelor 's;Bachelor
bakelitový;bakelite;Bakelit
baklažán;eggplant;Aubergine
baktérie;bacteria;Bakterien
fág;phage;Phage
fágův;phage;Phage
bakteriologický;bacteriological;bakteriologisch
bakteriologie;bacteriology;Bakteriologie
balada;ballad;Ballade
balamutící;embarrassing;peinlich
baldachýn;canopy;Überdachung
baletní;ballet;Ballett
bál;ball;Ball
balící;packing;Verpackung
balíček;package;Paket
balík;package;Paket
balíkový;parcel;Paket
balistický;ballistic;ballistisch
balistika;ballistics;Ballistik
balkón;balcony;Balkon
balkon;balcony;Balkon
balkónek;balcony;Balkon
balkonek;balcony;Balkon
balkónový;balcony;Balkon
balonek;balloon;Ballon
balónek;balloon;Ballon
balon;balloon;Ballon
balón;balloon;Ballon
balustráda;balustrade;Balustrade
balvan;boulder;Felsblock
balvanitější;boulder;Felsblock
balvanitý;boulder;Felsblock
balzám;balm;Balsam
balzámovanější;more embalmed;mehr einbalsamiert
bambula;bobble;Bommel
bambus;bamboo;Bambus
bambusový;bamboo;Bambus
banalita;banality;Banalität
banálnější;more banal;eher banal
banální;banal;banal
banánek;banana;Banane
banán;banana;Banane
banánový;banana;Banane
baňatější;more bulbous;bauchiger
baňatý;bulbous;bauchig
banda;gang;Gang
bandáž;bandage;Binde
bandalír;bandolír;bandolir
bandita;bandit;Bandit
banditův;bandits;Banditen
banjo;banjo;Banjo
baňka;flask;Flasche
banka;flask;Flasche
bankéř;banker;Banker
bankéřův;bankers';Bankiers
bank;bank;Bank
bankovka;banknote;Banknote
bankovnictví;banking;Banken
bankovní;banking;Banken
bankrotář;bankrupt;Pleite
bankrotářův;bankrupt;Pleite
bantamový;bantam;Bantam-
bantuský;Bantu;Bantu-
báň;dome;Kuppel
baptista;baptist;Baptist
baptistický;baptist;Baptist
barabizna;hovel;Hütte
barbarismus;barbarism;Barbarei
barbar;barbarian;Barbar
barbarský;barbaric;barbarisch
barbarství;barbarism;Barbarei
barbarův;barbarian;Barbar
bard;bard;Barde
bardův;bardův;bardův
bardský;bard;Barde
barel;barrel;Fass
barevnější;more colorful;bunter
bar;bar;Bar
barový;bar;Bar
bariéra;barrier;Barriere
barikáda;barricade;Barrikade
barikádník;barricade;Barrikade
barikádníkův;barricade;Barrikade
bárkař;bargee;Lastkahn
bárkařův;barge;Lastkahn
bárka;barge;Lastkahn
barman;bartender;Barmann
barok;baroque;Barock
barokní;baroque;Barock
baroko;baroque;Barock
barometr;barometer;Barometer
barometrický;barometric;barometrisch
baronetův;baronet's;Baronet
barončin;baroness;Baronin
baronka;baroness;Baronin
baron;baron;Baron
baronův;baron's;Barons
baronství;barony;Baronie
barva;color;Farbe
barvenější;more colored;farbiger
barvící;coloring;Färbung
barvička;crayon;Wachsmalstift
barvitý;colorful;bunt
barvivo;dye;Farbstoff
šeroslepý;dark blind;dunkel blind
šeroslepější;darker;dunkler
bystrozraký;clairvoyant;Hellseher
baryton;baritone;Bariton
barytonista;baritone;Bariton
barytonistův;baritone;Bariton
basa;bass;Bass
basista;bass;Bass
basistův;bassist;Bassist
basový;bass;Bass
báseň;poem;Gedicht
básnička;poem;Gedicht
bas;bass;Bass
basilejský;Basel;Basel
basketbalista;basketball player;Basketball-Spieler
basketbalistův;basketball players;Basketball spieler
baskický;Basque;baskisch
básník;poet;Dichter
básníkův;poet;Dichter
básnířka;poetess;Dichterin
básnířčin;poetry;Poesie
basový;bass;Bass
bastard;bastard;Bastard
bastardův;bastard's;Bastard
bašta;bastion;Bastion
baštýř;bastion;Bastion
baštýřův;bastard's;Bastard
batalión;battalion;Bataillon
baterie;battery;Batterie
bateriový;battery;Batterie
baterka;torch;Fackel
batoh;bag;Tasche
bauxitový;bauxite;Bauxit
bavlna;cotton;Baumwolle
bavlník;cotton;Baumwolle
bavlnářský;cotton;Baumwolle
bavlnářství;cotton industry;Baumwollindustrie
bavorský;Bavarian;Bayerisch
bazální;basal;basal
bazar;bazaar;Basar
bazén;swimming pool;Schwimmbad
bázeň;swimming pool;Schwimmbad
báze;base;Base
bazický;basic;Basic
bazilika;basilica;Basilika
bázlivější;more timid;schüchterner
bázlivý;timid;schüchtern
bázovací;basic;Basic
bázující;base;Base
bázový;basic;Basic
bažantice;pheasants;Fasane
bažantnice;pheasants;Fasane
bažantův;pheasants;Fasane
bažinatější;more swampy;sumpfiger
bažinatý;swampy;sumpfig
bažina;swamp;Sumpf
bdělejší;more alert;wacher
bdělý;vigilant;wachsam
běda;Alas;Ach
bedlivý;vigilant;wachsam
bedlivější;more vigilant;wachsamer
bednářství;cooperage;Küferei
bednář;cooper;Cooper
bednářův;cooper's;Küfer
bednářský;cooperage;Küferei
bedna;crate;Kiste
beduín;Bedouin;Beduine
beduínský;Bedouin;Beduine
beduínův;Bedouin;Beduine
begónie;begonia;Begonie
bělásek;white man;weißer Mann
hnědásek;brown hair;braune Haare
modrásek;blues;Blues
běláskův;white;Weiß
bělejší;whiter;weißer
bělenější;whiter;weißer
beletrický;fictional;fiktiv
beletrie;fiction;Fiktion
beletrizovanější;more fictionalized;eher fiktionalisiert
bělice;whites;Weiße
bělička;bleach;bleichen
běloch;white;Weiß
bělochův;white man;weißer Mann
bělošedý;white-gray;weiß grau
bělošský;Caucasian;kaukasisch
benátský;Venetian;Venezianisch
bendžo;banjo;Banjo
benefiční;beneficial;vorteilhaft
benevolence;benevolence;Wohlwollen
bengálský;benevolent;wohlwollend
benevolentní;Bengali;Bengali
benjamínkův;benjamínek;Benjaminek
benjamínek;benjamínkův;benjamínkův
benzín;benzene;Benzol
benzen;benzine;Benzin
beránek;petrol;Benzin
benzínový;lamb;Lamm
beranův;ram;RAM
beran;ram's;Widder
berla;Berber;Berber
berberský;crutch;Krücke
berní;crutch;Krücke
berle;berní;berní
beseda;beryl;Beryll
beryl;word;Wort
bestialita;pavilion;Pavillon
besídka;bestiality;Bestialität
bestiálnější;bestial;bestialisch
bestiální;more bestial;bestialischer
bestseler;beast;Tier
bestie;bestsellers;Bestseller
betonový;beta;Beta
beta;concrete;Beton
bezbarvý;colorless;farblos
bezbarvější;colorless;farblos
bezdechý;more defenseless;wehrloser
bezbrannější;breathless;atemlos
bezdomovec;homeless;obdachlos
bezdomovcův;homeless man;Obdachloser
bezduchý;wireless;kabellos
bezdrátový;spiritless;geistlos
bezcharakterní;without;ohne
bez;unprincipled;prinzipienlos
bezkrevnější;elderberry;Holunder
bezinka;bloodless;unblutig
bezmocnější;more limitless;grenzenloser
bezmeznější;more helpless;hilfloser
bezmyšlenkovitější;cloudless;wolkenlos
bezmračnější;more thoughtless;gedankenloser
beznadějnější;thoughtless;gedankenlos
bezmyšlenkovitý;more hopeless;hoffnungsloser
bezobsažnější;lee;Lee
závětří;more comprehensive;besser verständlich
bezohlednější;more ruthless;rücksichtsloser
bezostyšnější;shameless;schamlos
bezový;beige;Beige
bezpartijní;non - partisan;unparteiisch
bezpečnější;safer;sicherer
bezpečnostnější;safer;sicherer
bezpečnostní;safety;Sicherheit
bezplatnější;free of charge;kostenlos
bezpodmínečnější;more unconditional;bedingungsloser
bezpodstatnější;more irrelevant;eher belanglos
bezprašnější;dustier;staubiger
bezpráví;injustice;Ungerechtigkeit
bezproblémovější;smoother;glatter
bezproblémový;smooth;glatt
bezprostřednější;more immediate;unmittelbarer
bezprostřední;immediate;sofortig
bezradnější;clueless;ahnungslos
bezspojkový;clutchless;kupplungslos
bezstarostnější;more carefree;sorgloser
bezšumovější;noiseless;geräuschlos
bezšumový;noiseless;geräuschlos
beztrestnější;more impunity;mehr Straffreiheit
beztřídnější;more classless;eher klassenlos
beztřídní;classless;klassenlos
beztvarejší;more shapeless;formloser
beztvarý;formless;formlos
bezúčelnější;more pointless;eher sinnlos
bezúhonnější;more innocent;unschuldiger
bezútěšnější;more bleak;düsterer
bezvadnější;flawless;einwandfrei
bezvědomější;more unconscious;eher unbewusst
bezvědomý;unconscious;unbewusst
bezvětrnější;windless;windstill
bezvlasejší;hairless;unbehaart
bezvousejší;beardless;bartlos
bezvousý;beardless;bartlos
bezvýchodnější;hopeless;hoffnungslos
bezvýraznější;more pronounced;mehr betont
bezvýslednější;the most resultless;die ergebnislosesten
bezvýznamnější;more insignificant;eher unbedeutend
bezztrátový;lossless;verlustfrei
béžový;beige;Beige
bible;Bible;Bibel
biblický;biblical;biblisch
bibličtější;more biblical;eher biblisch
bibliofil;bibliophile;Bibliophile
bibliofilův;bibliophile;Bibliophile
bibliografický;bibliographic;bibliografisch
bibliografičtější;more bibliographic;eher bibliografisch
bibliografie;bibliography;Literaturverzeichnis
bibliograf;bibliographer;Bibliograph
biceps;biceps;Bizeps
bicykl;bike;Fahrrad
bič;whip;Peitsche
bída;poverty;Armut
bidlo;pole;Pole
bídník;poor man;armer Mann
bídníkův;poor;Arm
bifteček;steak;Steak
bigotnější;bigoted;bigott
bigotní;bigoted;bigott
bilance;balance;Balance
multilaterální;multilateral;multilateral
laterální;lateral;seitlich
bílek;white;Weiß
bilión;trillion;Billion
bílkovina;protein;Protein
bílkovitý;proteinaceous;proteinhaltig
bílý;White;Weiß
metal;metal;Metall
kvaternární;quaternary;Quartär
binokulární;binocular;binokular
binomický;binomial;Binomial-
fyzika;physics;Physik
biograf;cinema;Kino
biologický;biological;biologisch
biologičtější;more biological;eher biologisch
biologie;biology;Biologie
biolog;biologist;Biologe
bionika;bionics;Bionik
bipolárnější;more bipolar;eher bipolar
bipolární;bipolar;bipolar
biřic;bailiff;Gerichtsvollzieher
biřicův;biřicův;biřicův
biřmovancův;birřovancův;birřovancův
biřmovanec;Birman;Birma
biskup;bishop;Bischof
biskupský;episcopal;bischöflich
biskupství;bishopric;Bistum
biskupštější;more episcopal;eher bischöflich
biskupův;bishop's;des Bischofs
bistabilní;bistable;bistabil
bitevní;battle;Schlacht
bitva;battle;Schlacht
bitevník;battleship;Schlachtschiff
bivak;bivouac;Biwak
bivalentní;bivalent;bivalent
bizarnější;more bizarre;bizarrer
bizarní;bizarre;bizarr
bizoní;bison;Bison
bizon;buffalo;Büffel
blábolivější;more stupid;dümmer
blábolivý;blabbering;plappern
blaf;bluff;Bluff
blafující;bluffing;bluffen
bluf;bluff;Bluff
blufující;bluffing;bluffen
blahobytnější;more prosperous;wohlhabender
blahodárnější;more beneficial;vorteilhafter
blaho;welfare;Wohlfahrt
blahosklonnější;more condescending;eher herablassend
blahoslavenější;more blessed;gesegneter
bláhovější;more foolish;törichter
blahovolnější;more benevolent;wohlwollender
blahovůle;congratulations;Herzliche Glückwünsche
bláhový;foolish;töricht
blahý;blahý;blahý
blamáž;disgrace;Schande
blána;membrane;Membran
blanitější;more prickly;stacheliger
blanitý;membranous;häutig
blankytnější;more azure;eher azurblau
blátivější;muddy;schlammig
blátivý;muddy;schlammig
blatník;fender;Fender
blato;mud;Dreck
bláto;mud;Dreck
blatouch;buttercup;Butterblume
blázinec;madhouse;Irrenhaus
bláznivější;crazier;verrückter
bláznivý;crazy;verrückt
bláznovství;folly;Torheit
blaženější;happier;glücklicher
blbcův;jerk;Ruck
blbec;jerk;Ruck
blbější;dumber;dümmer
blbý;stupid;dumm
bleděžlutější;pale yellower;blass gelber
bleděžlutý;pale yellow;hellgelb
blednička;chlorosis;Chlorose
bleďoučký;pale;blass
bledý;pale;blass
blecha;flea;Floh
blesk;lightning;Blitz
bleskovější;more lightning;mehr Blitz
bleskový;lightning;Blitz
bleskurychlejší;lightning fast;blitzschnell
bleskurychlý;lightning fast;blitzschnell
bleší;fleas;Flöhe
blikající;flashing;blinkt
blín;henbane;Bilsenkraut
blízký;close;schließen
blížencův;Gemini;Zwillinge
blíženec;Gemini;Zwillinge
blížící;approaching;Annäherung
bližní;neighbor;Nachbar
blokáda;blockade;Blockade
blok;block;Block
blokovací;blocking;Blockierung
blokovanější;more blocked;eher blockiert
blokový;block;Block
blondýnka;blonde;blond
blondýn;blond;blond
bloudící;wandering;wandern
blouznivější;crazier;verrückter
blouznivý;fanciful;fantasievoll
